"positionId","amount","eventTime"
"1667","84.46","1543974835523"
"1667","27.08","1543982899033"
"1667","55.74","1543968465604"
"1667","86.77","1543995196823"
"1667","79.51","1544012304806"
"1668","93.54","1543961178652"
"1668","21.48","1543953306127"
"1668","63.61","1543958721806"
"1668","19.80","1543974275323"
"1668","1.88","1544006329077"
"1668","96.31","1543989019386"
"1669","54.03","1543972069888"
"1669","60.62","1543986801379"
"1669","5.25","1543946963295"
"1670","60.57","1544005677949"
"1670","44.53","1543992361845"
"1670","39.64","1543984002087"
"1670","98.69","1543954431905"
"1670","49.45","1544012583888"
"1671","69.42","1543996678714"
"1671","30.52","1543981666439"
"1672","49.24","1543968941969"
"1672","28.85","1544009799828"
"1672","39.86","1543995396632"
"1672","35.20","1543982086588"
"1673","52.11","1543995923148"
"1673","16.81","1543998876522"
"1673","96.12","1543979717632"
"1673","49.71","1544021810185"
"1673","14.99","1543979724469"
"1674","61.36","1544007183218"
"1674","72.85","1543951432540"
"1674","40.49","1544026313766"
"1674","66.50","1543957458636"
"1674","14.61","1544003149073"
"1674","91.31","1544012232514"
"1675","32.70","1543943123089"
"1675","75.69","1544019728278"
"1676","40.87","1543966104234"
"1676","30.67","1543940568165"
"1676","31.38","1544018337726"
"1676","16.72","1543956339973"
"1676","49.59","1543993266264"
"1677","16.96","1544004667935"
"1677","99.58","1544011042644"
"1677","71.26","1543959704536"
"1677","46.43","1543987312124"
"1678","38.56","1544020060894"
"1678","47.07","1543978835397"
"1678","43.73","1544015303064"
"1679","15.25","1543976647988"
"1679","42.65","1543982720744"
"1679","30.66","1543993602191"
"1680","66.41","1543986880575"
"1680","39.60","1544004799831"
"1680","93.98","1543984133182"
"1680","15.72","1543961466715"
"1680","73.40","1543954236627"
"1680","87.36","1543998875987"
"1681","95.91","1543969510985"
"1681","65.48","1543967291917"
"1681","71.87","1543989410001"
"1682","40.75","1544015528926"
"1682","40.80","1543980996497"
"1682","84.32","1543959427484"
"1683","47.42","1544021423758"
"1683","54.71","1543981340745"
"1683","48.29","1544011922597"
"1683","99.29","1543962426669"
"1683","6.64","1543966606989"
"1684","38.58","1543960129661"
"1684","17.24","1544012465121"
"1684","14.44","1544013553838"
"1685","92.81","1543991213795"
"1685","64.57","1544025611553"
"1685","60.21","1544017875092"
"1685","39.00","1544008284195"
"1685","33.25","1544026307136"
"1685","89.37","1543947555847"
"1686","81.00","1543953669852"
"1686","1.66","1543982423500"
"1686","94.31","1543971515565"
"1686","30.45","1543968519265"
"1686","12.30","1544009469035"
"1687","93.83","1543949537520"
"1687","19.76","1543956121834"
"1688","14.48","1543976398431"
"1688","84.58","1543969654586"
"1688","35.95","1543994793292"
"1689","14.65","1543965996057"
"1689","83.51","1543958305237"
"1689","38.98","1543943095520"
"1689","5.08","1543941193729"
"1690","72.29","1544001211382"
"1690","63.42","1544008954561"
"1690","21.65","1543971475649"
"1690","9.30","1543972420102"
"1690","66.03","1543997764120"
"1690","97.54","1543978091296"
"1691","44.18","1543992604856"
"1691","26.19","1543953067274"
"1691","60.93","1544024803664"
"1691","92.57","1543952564094"
"1692","1.79","1544025172833"
"1692","88.13","1543944592391"
"1693","3.99","1544008140080"
"1693","67.83","1543971438405"
"1693","76.92","1543964912917"
"1694","16.27","1543960297821"
"1694","28.88","1543945609055"
"1694","34.08","1543989596563"
"1694","33.05","1543943865594"
"1694","23.01","1543999472187"
"1694","32.63","1544002092774"
"1695","94.93","1544017186946"
"1695","65.77","1543953707586"
"1695","12.76","1543994238964"
"1695","44.79","1544004715706"
"1695","19.59","1543986918857"
"1695","3.16","1543963834275"
"1696","2.39","1543996567161"
"1696","9.91","1543981983901"
"1696","21.56","1544011442619"
"1697","1.40","1544004045188"
"1697","41.65","1543966333543"
"1697","87.08","1543960986651"
"1697","32.89","1543991401794"
"1698","81.15","1543989029452"
"1698","70.05","1544002626992"
"1698","15.64","1544010575011"
"1698","21.55","1544010145369"
"1698","94.26","1543947842113"
"1699","1.65","1543981404605"
"1699","53.77","1543984847018"
"1699","93.79","1544010177367"
"1699","88.69","1543977129936"
"1699","76.53","1543995935918"
"1699","59.26","1543999105225"
"1700","6.03","1543972482495"
"1700","21.38","1543969290410"
"1701","82.33","1543966767243"
"1701","40.08","1543964200142"
"1701","76.99","1543985792267"
"1702","99.34","1543971115385"
"1702","86.38","1544014511756"
"1702","37.90","1543994287697"
"1702","75.54","1543968086294"
"1702","76.76","1543957424322"
"1703","86.29","1544002304908"
"1703","12.18","1544019679938"
"1703","25.82","1544012950731"
"1703","69.27","1544018763472"
"1703","22.39","1543976873821"
"1704","15.12","1543949518794"
"1704","87.94","1543948997660"
"1704","81.21","1544001738778"
"1704","54.21","1544003832084"
"1705","85.60","1543975313441"
"1705","67.19","1544022399504"
"1705","2.02","1544021048035"
"1705","2.28","1543943297191"
"1706","17.91","1543992265371"
"1706","67.22","1543970749942"
"1706","90.07","1544009277723"
"1706","82.18","1544014137258"
"1707","13.49","1543946924550"
"1707","7.37","1543979435962"
"1707","24.73","1543981202182"
"1707","14.64","1543991362228"
"1707","98.54","1543953241301"
"1708","34.53","1543966551052"
"1708","69.26","1544015350118"
"1709","25.90","1543954881163"
"1709","33.11","1543974322721"
"1709","88.45","1544014781049"
"1710","27.60","1543987815875"
"1710","94.54","1543968950384"
"1710","22.10","1543983723622"
"1711","32.29","1543993898817"
"1711","95.08","1544011594573"
"1712","75.70","1543944226304"
"1712","31.87","1544010896197"
"1712","31.46","1543963379458"
"1712","79.01","1543943232478"
"1712","66.45","1543963750843"
"1713","17.37","1544001069132"
"1713","21.29","1544011847967"
"1713","22.97","1543986560714"
"1713","10.68","1543993923482"
"1713","9.01","1543970988308"
"1713","73.68","1543968726040"
"1714","60.67","1543980870768"
"1714","62.05","1544019423541"
"1714","71.49","1543972846565"
"1714","10.93","1543962813084"
"1715","61.14","1544002229971"
"1715","60.87","1543961007646"
"1715","39.98","1543988474683"
"1715","77.75","1543982238742"
"1715","32.13","1543948120649"
"1715","2.97","1544004305953"
"1716","78.90","1543999457584"
"1716","16.82","1543960085291"
"1716","73.91","1543968312999"
"1716","85.92","1543986160708"
"1716","23.85","1543940427065"
"1716","3.12","1544016850805"
"1717","38.75","1543962336153"
"1717","24.33","1543994436842"
"1717","63.68","1543957817779"
"1718","4.34","1543957755183"
"1718","34.46","1543942449941"
"1718","98.03","1543963075898"
"1718","39.34","1543972508580"
"1718","28.47","1544007222155"
"1718","15.33","1543986312792"
"1719","73.26","1543960868007"
"1719","16.06","1543958816246"
"1720","31.76","1543952659159"
"1720","51.23","1543970383181"
"1720","16.80","1543950736053"
"1720","18.86","1544001916367"
"1720","44.48","1544011584034"
"1721","57.01","1544019447477"
"1721","30.56","1543981369474"
"1721","31.41","1543961787332"
"1721","96.16","1543986151545"
"1721","29.44","1543980074719"
"1721","50.85","1543947187550"
"1722","14.58","1543974819463"
"1722","71.06","1543998352500"
"1722","43.09","1543964381125"
"1722","88.76","1544014191348"
"1723","29.67","1543964098694"
"1723","10.56","1544019297457"
"1723","54.53","1543999597873"
"1723","10.80","1544013271261"
"1724","23.12","1543966488834"
"1724","31.74","1543957388238"
"1724","33.64","1543960294893"
"1725","99.61","1543959054296"
"1725","75.31","1544009989350"
"1725","99.39","1544019159768"
"1725","48.08","1543960513637"
"1726","49.18","1543982994236"
"1726","90.44","1544024140003"
"1726","68.43","1543951310109"
"1727","5.61","1543952136517"
"1727","28.26","1543950509423"
"1727","51.28","1544011221078"
"1727","60.98","1543996849462"
"1727","83.56","1543966603747"
"1727","4.00","1543952334408"
"1728","88.73","1543946197876"
"1728","47.36","1543969275582"
"1728","25.59","1544018596081"
"1728","50.81","1544008022079"
"1729","71.85","1543983780643"
"1729","59.08","1543958841449"
"1730","96.95","1543987837393"
"1730","66.07","1543981308667"
"1730","59.45","1544004263817"
"1731","77.13","1543972659362"
"1731","32.10","1543958443057"
"1731","16.33","1544003779984"
"1731","72.61","1543985741233"
"1732","25.67","1543964946550"
"1732","16.77","1543958812711"
"1732","61.30","1543967063641"
"1732","48.63","1543982634556"
"1732","85.03","1543971453973"
"1733","56.65","1544024922488"
"1733","2.12","1544023442103"
"1733","40.54","1543989206047"
"1733","38.74","1543955648192"
"1734","22.59","1543987628802"
"1734","98.00","1544006647383"
"1734","75.27","1543945215543"
"1734","97.18","1543971004254"
"1734","13.02","1543953306744"
"1734","41.59","1543945889776"
"1735","56.10","1543997388633"
"1735","61.33","1543952563591"
"1735","31.88","1543976218867"
"1735","12.77","1543987947377"
"1736","87.75","1543941623178"
"1736","3.37","1543950931464"
"1736","42.99","1543988983567"
"1736","62.53","1543959851258"
"1737","83.68","1543989024026"
"1737","57.32","1543961681160"
"1738","49.48","1543991421922"
"1738","69.13","1544006775516"
"1738","71.20","1544009751598"
"1738","60.32","1544022547648"
"1738","11.56","1544012329946"
"1739","87.51","1543964587709"
"1739","28.95","1543941765544"
"1740","21.62","1543984799397"
"1740","7.41","1543981896200"
"1740","24.47","1543989823020"
"1740","13.92","1543995180360"
"1740","49.65","1543996915528"
"1741","80.56","1544023596425"
"1741","82.55","1544018357168"
"1742","44.78","1543945777746"
"1742","38.42","1544016016638"
"1742","65.62","1544015713753"
"1742","91.43","1544006143224"
"1742","24.97","1543955830306"
"1743","86.53","1544019924388"
"1743","25.62","1543983819538"
"1743","92.32","1543953604571"
"1743","94.38","1544002876083"
"1744","20.84","1543963296651"
"1744","74.98","1544010123676"
"1744","85.96","1543986634160"
"1744","53.95","1544021787986"
"1745","85.29","1543944525370"
"1745","86.35","1543969609437"
"1746","51.71","1543985219986"
"1746","45.87","1543981272509"
"1746","94.04","1543962763693"
"1746","65.67","1543962953684"
"1747","90.16","1543964141351"
"1747","21.08","1543997588007"
"1747","15.17","1543994042629"
"1747","86.08","1543988917912"
"1748","78.73","1544024390677"
"1748","49.96","1544009423332"
"1748","57.97","1543952179034"
"1749","80.81","1543941169279"
"1749","37.66","1543940876962"
"1749","45.12","1543985770646"
"1749","61.95","1543978056257"
"1750","33.01","1544012446623"
"1750","67.57","1543943165391"
"1751","27.11","1543994328968"
"1751","23.51","1544004838731"
"1751","81.17","1544018163670"
"1751","81.24","1543995976948"
"1751","63.42","1544011676010"
"1751","81.42","1543942693756"
"1752","31.67","1544008559875"
"1752","84.84","1544015304256"
"1752","78.58","1543945839848"
"1752","15.02","1543955170599"
"1752","7.87","1544016754606"
"1752","17.52","1543948135741"
"1753","82.33","1543941418930"
"1753","45.08","1543973046462"
"1754","21.58","1543986411137"
"1754","78.14","1543993370715"
"1754","33.49","1543951150553"
"1754","32.88","1543969498685"
"1754","55.61","1544023744527"
"1755","35.64","1543966201009"
"1755","21.96","1543954683433"
"1756","20.60","1543973148276"
"1756","3.69","1543982397724"
"1756","22.09","1544011968771"
"1756","64.28","1543949905859"
"1756","13.21","1543974697333"
"1756","45.32","1543970772119"
"1757","93.93","1543968124251"
"1757","38.90","1544002850810"
"1758","69.18","1543943152955"
"1758","12.32","1543945806168"
"1759","82.61","1543978694691"
"1759","5.52","1543958722559"
"1759","30.39","1544000015502"
"1760","95.51","1543943512314"
"1760","20.13","1544020230710"
"1760","84.64","1543990982723"
"1761","21.32","1543947966566"
"1761","23.84","1543954604083"
"1761","9.52","1544011639506"
"1761","95.40","1544013774730"
"1761","47.94","1543986426892"
"1762","31.18","1543989049987"
"1762","11.84","1543995369794"
"1762","76.20","1544000364277"
"1762","41.11","1543953481160"
"1762","91.54","1543960974702"
"1763","5.14","1544021769182"
"1763","58.40","1543974848944"
"1763","78.51","1544004570773"
"1764","30.84","1543953485691"
"1764","1.45","1543941906859"
"1764","38.25","1543976293917"
"1764","60.78","1543958226703"
"1764","6.06","1543947043130"
"1765","23.32","1543963574345"
"1765","50.51","1543954612839"
"1765","95.10","1543954055863"
"1765","70.36","1543957020833"
"1765","16.98","1543981360806"
"1765","55.22","1544009028205"
"1766","40.97","1543983342745"
"1766","95.60","1544022504092"
"1766","49.32","1543982440535"
"1766","45.59","1544026419553"
"1766","86.71","1544010380635"
"1767","42.05","1544001266277"
"1767","62.78","1543966544223"
"1767","78.50","1543983269738"
"1767","8.98","1543950887191"
"1767","61.26","1544022672262"
"1767","6.26","1543969987711"
"1768","83.67","1543944525534"
"1768","51.38","1543974168194"
"1768","17.75","1543945399228"
"1768","38.62","1544003584476"
"1769","87.00","1544017374828"
"1769","22.85","1544001646388"
"1769","78.04","1543961878575"
"1769","96.06","1543960968870"
"1770","24.29","1543993523521"
"1770","37.22","1543987017676"
"1770","6.17","1543941395927"
"1770","92.31","1543953712950"
"1770","77.11","1544023529854"
"1770","21.80","1544012432375"
"1771","39.00","1543976458679"
"1771","30.13","1543991800379"
"1771","48.75","1543941734607"
"1771","70.58","1543962690311"
"1772","64.75","1544026365708"
"1772","77.54","1543942053621"
"1772","93.97","1543978079992"
"1772","28.79","1543998419069"
"1773","94.72","1543946280353"
"1773","20.17","1543985619231"
"1773","32.13","1543955251098"
"1773","23.38","1544017812057"
"1774","52.68","1543982196775"
"1774","24.39","1544007944163"
"1774","35.61","1543958774821"
"1775","89.28","1544016978645"
"1775","51.46","1543985113402"
"1775","56.60","1543953207818"
"1775","60.37","1543942901142"
"1775","51.32","1543969274157"
"1776","42.73","1544024433649"
"1776","37.76","1544018681380"
"1776","87.54","1543979806248"
"1776","38.69","1543959342240"
"1777","88.66","1543953759829"
"1777","69.36","1543949295669"
"1777","79.07","1543948684614"
"1778","34.53","1543990552716"
"1778","85.18","1543987897563"
"1778","69.40","1543952131520"
"1778","93.30","1543992772364"
"1778","63.91","1544007787496"
"1779","80.20","1543978606241"
"1779","20.35","1544016348449"
"1780","75.18","1544019241525"
"1780","37.22","1543963208406"
"1780","91.72","1543940978815"
"1780","46.13","1544006374346"
"1781","48.22","1543951032417"
"1781","51.56","1543941109073"
"1781","6.50","1543979230461"
"1781","61.11","1543956544165"
"1781","4.89","1543991407810"
"1781","66.54","1543980370239"
"1782","99.59","1543953377045"
"1782","62.65","1544005113479"
"1783","38.57","1543980599335"
"1783","65.23","1544000462514"
"1783","19.39","1543970043392"
"1783","26.39","1544026496561"
"1784","5.88","1544025425292"
"1784","40.19","1543976389085"
"1784","64.91","1543993567281"
"1784","49.80","1544000445966"
"1784","6.31","1543994402041"
"1784","34.48","1543955476622"
"1785","49.20","1544025634825"
"1785","48.96","1543989468821"
"1785","87.98","1543984012461"
"1786","62.12","1543945221830"
"1786","72.43","1543980543990"
"1786","97.21","1543968638543"
"1786","1.01","1543961141488"
"1787","59.20","1544012901139"
"1787","29.74","1544006159513"
"1787","91.09","1544015561260"
"1787","26.13","1543985172890"
"1787","15.59","1544026125135"
"1788","80.37","1544020914493"
"1788","38.47","1543948196958"
"1789","12.96","1543968684173"
"1789","81.25","1543994127981"
"1789","10.84","1543961758766"
"1789","9.09","1543992773286"
"1789","72.15","1543995360222"
"1790","31.29","1543974251267"
"1790","78.63","1543997964156"
"1790","67.23","1543954001422"
"1791","59.25","1543971621135"
"1791","32.71","1544015574379"
"1791","57.31","1543974918298"
"1791","95.80","1543941034325"
"1791","21.33","1543946002660"
"1791","43.99","1543954838110"
"1792","65.54","1543961841186"
"1792","53.75","1543943882355"
"1792","88.02","1543989763264"
"1792","38.98","1543940412658"
"1793","33.60","1543982348143"
"1793","5.37","1544013197825"
"1793","32.24","1544015883221"
"1793","46.11","1543961078115"
"1793","97.11","1544026371283"
"1794","33.73","1543985543303"
"1794","39.62","1544016527375"
"1794","66.55","1543983399607"
"1794","40.77","1543978359252"
"1794","39.34","1543991706696"
"1794","31.81","1543953945724"
"1795","27.80","1543962344558"
"1795","87.40","1543970587364"
"1795","71.83","1543964286802"
"1795","1.20","1543944840612"
"1795","40.56","1543942334467"
"1796","55.46","1543943284066"
"1796","87.81","1543971966797"
"1796","38.57","1543941761601"
"1796","31.56","1543998245224"
"1796","20.89","1543966142944"
"1796","67.10","1543950425311"
"1797","68.08","1543941380886"
"1797","11.64","1544013665015"
"1797","12.53","1543980204932"
"1797","49.27","1544005781776"
"1797","7.59","1543947983064"
"1798","96.72","1544000357222"
"1798","58.53","1544009314541"
"1798","68.30","1543981316733"
"1798","12.12","1544019348135"
"1799","18.89","1543960850124"
"1799","10.85","1544009707918"
"1799","66.02","1543949666568"
"1800","68.10","1543971383535"
"1800","51.65","1543960462098"
"1800","65.06","1544001428578"
"1800","45.53","1543956873802"
"1801","92.79","1543973729119"
"1801","26.36","1544007233990"
"1801","64.34","1544016886084"
"1801","44.19","1544010952362"
"1801","48.42","1543950611426"
"1801","39.07","1543964148764"
"1802","49.50","1543976375355"
"1802","4.00","1543985373269"
"1802","50.80","1544020269671"
"1802","6.76","1543960258045"
"1802","69.03","1544005510243"
"1802","92.46","1543999124883"
"1803","30.84","1544005288863"
"1803","7.05","1543991705929"
"1803","94.14","1544002640384"
"1803","12.38","1543962745750"
"1803","49.12","1543948308725"
"1804","87.46","1543971370200"
"1804","26.44","1544010803163"
"1804","2.14","1543954604017"
"1805","62.65","1543954500492"
"1805","22.68","1543996513907"
"1806","75.60","1544000974377"
"1806","29.49","1544020877854"
"1806","95.23","1544024161463"
"1806","80.49","1544023721866"
"1806","60.74","1544021765800"
"1807","64.58","1543946088948"
"1807","3.89","1543988235918"
"1807","52.48","1544014020761"
"1808","62.65","1543944397313"
"1808","24.75","1543984428458"
"1808","68.50","1543976021189"
"1809","69.17","1544003851830"
"1809","23.61","1543942134667"
"1809","89.45","1543952060589"
"1809","6.47","1544004404042"
"1809","16.09","1543975450025"
"1809","36.47","1544020479279"
"1810","68.24","1544007539277"
"1810","93.19","1543966471860"
"1810","16.74","1544010045345"
"1810","11.82","1544003048944"
"1810","69.74","1543986532882"
"1811","18.17","1544021624361"
"1811","12.55","1543973699332"
"1811","41.76","1544001517997"
"1811","76.84","1544017462232"
"1811","39.70","1543955701901"
"1812","11.60","1543940254644"
"1812","39.45","1544022809243"
"1813","33.43","1543996538593"
"1813","14.02","1544016954211"
"1813","11.79","1543963841444"
"1814","27.09","1543971139558"
"1814","81.71","1544000558753"
"1815","84.93","1544010192429"
"1815","35.47","1544009611729"
"1815","52.02","1543995284742"
"1815","45.60","1544017995523"
"1815","42.98","1543951037427"
"1815","89.90","1544018100617"
"1816","41.75","1543965313301"
"1816","80.01","1543968410931"
"1816","12.06","1543956195504"
"1816","48.85","1543979130813"
"1817","32.17","1544025278108"
"1817","54.10","1543974354552"
"1818","11.63","1543980649771"
"1818","45.95","1543944516850"
"1819","48.28","1543965729195"
"1819","30.91","1543941557444"
"1819","83.62","1543965592157"
"1819","26.24","1543983268085"
"1819","7.97","1544007172162"
"1820","51.07","1543989278795"
"1820","37.57","1543992752026"
"1820","93.82","1543996299374"
"1820","20.50","1543969376680"
"1820","71.07","1544015675902"
"1820","6.87","1543956812557"
"1821","2.68","1543989407456"
"1821","4.82","1544016943100"
"1821","21.85","1543983954866"
"1821","58.00","1543988124074"
"1821","48.92","1543959797260"
"1822","43.86","1544000530591"
"1822","46.73","1543971122532"
"1823","7.12","1543945520394"
"1823","34.33","1543957308889"
"1823","30.44","1544024514741"
"1823","21.85","1544023630575"
"1823","92.02","1544022578073"
"1824","45.29","1543968408138"
"1824","90.41","1543946341862"
"1824","86.14","1543951115092"
"1824","81.55","1543972074341"
"1824","56.00","1543955398153"
"1824","78.94","1543952548503"
"1825","12.48","1543983061756"
"1825","32.18","1543957964444"
"1825","89.14","1543956843449"
"1826","21.41","1543940641309"
"1826","17.67","1543969981027"
"1826","72.21","1543983140202"
"1826","92.59","1543986991107"
"1826","25.96","1544023659070"
"1827","15.77","1543962413091"
"1827","91.98","1543980451391"
"1827","49.90","1543961400842"
"1827","78.15","1543952917385"
"1828","53.63","1543957099402"
"1828","4.48","1543978595820"
"1829","77.89","1544017063424"
"1829","77.61","1543986788940"
"1829","38.81","1544007248398"
"1829","67.51","1543958524862"
"1829","6.06","1543988109424"
"1829","91.62","1543992213245"
"1830","98.50","1543941548669"
"1830","29.67","1543986306509"
"1831","41.38","1543941823055"
"1831","84.54","1544008376458"
"1831","43.47","1543984557399"
"1831","34.95","1543956949451"
"1831","43.75","1543948531961"
"1831","53.59","1543975764690"
"1832","29.74","1544010859742"
"1832","95.92","1543983213867"
"1833","30.57","1544020940426"
"1833","89.99","1544009287509"
"1833","77.22","1543991199848"
"1834","3.54","1544023869238"
"1834","64.01","1544000812597"
"1834","28.55","1543948127926"
"1835","65.82","1543978943756"
"1835","69.88","1544012463287"
"1835","4.98","1543967476821"
"1835","23.98","1543957131334"
"1836","64.31","1543985636456"
"1836","94.59","1544005401500"
"1837","55.05","1543979443828"
"1837","45.99","1543999147158"
"1837","89.38","1544013225560"
"1837","63.71","1544004474891"
"1837","35.86","1543966983196"
"1838","88.96","1544007785673"
"1838","39.38","1543975869531"
"1838","98.59","1543942047950"
"1839","93.37","1543983116749"
"1839","47.37","1543999849836"
"1839","58.19","1544005750764"
"1839","93.25","1544011548744"
"1840","16.00","1543971645413"
"1840","74.41","1543962387745"
"1840","35.83","1544017462637"
"1841","7.24","1543984591748"
"1841","52.93","1543952567385"
"1841","24.07","1544017760290"
"1842","93.40","1543942907148"
"1842","47.39","1544020698965"
"1842","85.01","1543946976642"
"1843","42.19","1544003285996"
"1843","99.30","1543981816414"
"1844","19.82","1544015353519"
"1844","41.61","1543952599136"
"1845","98.22","1544014667519"
"1845","81.65","1544004990734"
"1845","1.48","1544017155341"
"1846","65.96","1543998120820"
"1846","49.69","1543956320895"
"1846","48.03","1543960447935"
"1846","87.68","1543945645264"
"1846","49.51","1543979441690"
"1846","40.81","1543969112968"
"1847","50.27","1543965880944"
"1847","82.36","1543952269848"
"1847","6.95","1543947420409"
"1847","24.44","1543954670758"
"1847","66.97","1543948490614"
"1848","17.87","1543978474704"
"1848","84.00","1544013028545"
"1848","80.33","1543978819956"
"1848","46.22","1543968941755"
"1849","36.24","1544012404537"
"1849","83.99","1543940919146"
"1849","58.02","1544024413012"
"1849","89.82","1543981804374"
"1850","75.41","1543941672156"
"1850","97.13","1543966900755"
"1851","22.88","1544010373682"
"1851","97.43","1543945092631"
"1851","75.65","1543954454507"
"1851","25.28","1544003689238"
"1851","39.64","1543957231462"
"1852","82.00","1543971397980"
"1852","53.72","1543995605441"
"1852","87.64","1543989282566"
"1852","94.15","1543982792449"
"1852","58.82","1543986995124"
"1852","14.30","1544023477720"
"1853","27.15","1543982702895"
"1853","78.44","1544025896842"
"1853","24.25","1543988406125"
"1853","38.56","1543992674607"
"1853","48.03","1543977307344"
"1854","68.42","1544003082539"
"1854","34.49","1544011195533"
"1854","1.22","1543962168284"
"1854","90.63","1543960317150"
"1854","97.06","1544011243622"
"1855","57.33","1543973854854"
"1855","48.36","1544014722960"
"1855","75.50","1544007027884"
"1855","69.61","1543951011301"
"1856","38.42","1543952745583"
"1856","94.94","1543969830688"
"1857","57.80","1543983860737"
"1857","5.57","1543986759107"
"1858","95.78","1543963228152"
"1858","21.82","1543974276827"
"1858","14.21","1543946121961"
"1858","53.19","1543961327050"
"1859","95.32","1543999284373"
"1859","8.37","1543971000045"
"1860","97.90","1544017602812"
"1860","25.38","1543984080230"
"1860","7.40","1543964658914"
"1860","92.20","1544021560364"
"1861","59.81","1544001652536"
"1861","57.15","1543945703752"
"1862","15.29","1543943319537"
"1862","99.05","1544002485539"
"1862","71.12","1543951898375"
"1862","90.64","1544023026232"
"1863","81.21","1543975424955"
"1863","79.75","1543973867239"
"1863","54.73","1543974387606"
"1863","53.83","1543948138890"
"1864","30.26","1543956294226"
"1864","91.92","1544005657992"
"1865","43.33","1544021989338"
"1865","56.57","1543956686659"
"1865","86.14","1544008519571"
"1865","64.17","1543954442390"
"1866","53.44","1543960881144"
"1866","57.26","1543981305114"
"1867","19.51","1543994988617"
"1867","83.95","1543948081594"
"1867","48.03","1543970760684"
"1867","11.46","1543977989258"
"1867","51.00","1543999610574"
"1867","34.06","1543974377326"
"1868","31.75","1544002494702"
"1868","16.74","1544001960301"
"1868","92.50","1543942458947"
"1868","59.12","1543969680936"
"1868","10.84","1543942455549"
"1869","39.82","1543965941430"
"1869","68.00","1543965776788"
"1869","38.31","1543959990428"
"1869","25.91","1544025231837"
"1869","52.69","1543978740964"
"1869","5.16","1543951694825"
"1870","73.82","1544003515290"
"1870","16.61","1544008299073"
"1871","39.01","1543946127796"
"1871","65.39","1544001981011"
"1871","94.26","1544004729425"
"1871","1.67","1543990300226"
"1871","69.19","1543955418105"
"1871","86.69","1544005150385"
"1872","77.58","1543984920489"
"1872","1.64","1544023731208"
"1872","54.28","1543957421833"
"1872","2.44","1544020625005"
"1872","4.69","1543997522862"
"1873","57.65","1544022445100"
"1873","65.24","1543946386104"
"1873","77.84","1544026280180"
"1873","63.14","1543981055238"
"1873","19.51","1543940803966"
"1873","86.82","1544020509174"
"1874","94.06","1543957064980"
"1874","48.34","1543978460848"
"1874","34.56","1543992044855"
"1874","54.90","1543997321700"
"1875","48.74","1544006275857"
"1875","71.32","1543949393897"
"1875","66.02","1544014724511"
"1875","61.06","1543962658093"
"1875","89.67","1543957965098"
"1876","69.67","1543983934172"
"1876","11.64","1543945718069"
"1876","78.67","1543967053994"
"1876","57.92","1543941060597"
"1876","70.98","1543940167859"
"1877","47.85","1543989558226"
"1877","46.21","1543991430667"
"1878","5.46","1543945083434"
"1878","92.36","1543951633724"
"1879","95.92","1543968689245"
"1879","27.05","1544009859926"
"1880","94.97","1543993756139"
"1880","16.80","1544026165353"
"1881","83.46","1543972922671"
"1881","20.99","1543954763274"
"1881","78.17","1543963726238"
"1881","1.51","1544011947869"
"1882","84.08","1543941489106"
"1882","18.25","1543956808345"
"1882","18.76","1544006396807"
"1882","2.29","1544012976681"
"1882","87.96","1544019507390"
"1883","62.56","1543950354970"
"1883","10.07","1543967143389"
"1883","73.12","1543945261462"
"1883","77.72","1544025597078"
"1883","15.24","1543992819179"
"1884","6.74","1543987572281"
"1884","51.35","1543985529693"
"1885","72.99","1543951863456"
"1885","29.34","1544011984727"
"1886","21.53","1544008675425"
"1886","7.28","1544012416173"
"1886","12.74","1543957704717"
"1886","28.33","1543971608103"
"1886","75.26","1544018980438"
"1886","90.04","1543960465773"
"1887","36.88","1543953480036"
"1887","64.47","1543999069284"
"1887","36.40","1543962882135"
"1888","46.85","1543983323645"
"1888","93.79","1544024200617"
"1888","66.67","1544025009760"
"1888","24.53","1543963938162"
"1888","79.18","1543971961283"
"1888","89.37","1543954112074"
"1889","92.67","1543983761567"
"1889","89.09","1544000791172"
"1889","75.42","1544012668856"
"1889","71.76","1543998885073"
"1890","22.88","1543998682203"
"1890","89.74","1543999059758"
"1890","76.74","1543972712326"
"1890","35.27","1544012916107"
"1890","82.37","1543992422533"
"1891","81.56","1543962224870"
"1891","65.73","1543985223635"
"1891","48.59","1543987969924"
"1891","5.38","1543982501284"
"1892","90.16","1544010050318"
"1892","1.67","1544013812813"
"1892","61.32","1543973372084"
"1892","19.32","1544010746507"
"1892","46.28","1543973746565"
"1892","93.14","1544003412500"
"1893","83.78","1543962328253"
"1893","29.04","1544016889326"
"1893","71.53","1543978698642"
"1893","52.40","1543981658573"
"1893","39.12","1543985336691"
"1893","79.71","1543968998722"
"1894","78.01","1543984470754"
"1894","98.56","1543997612072"
"1895","11.21","1543960203345"
"1895","59.27","1543989043741"
"1895","61.34","1543976058094"
"1895","73.71","1544024124240"
"1896","72.68","1543972213565"
"1896","85.36","1543964573262"
"1896","51.76","1543957118356"
"1896","34.56","1543947948256"
"1896","36.98","1543993912912"
"1897","87.41","1543957985798"
"1897","4.26","1544016311225"
"1897","23.26","1543983753639"
"1897","92.42","1543966723256"
"1897","62.65","1543959279042"
"1898","2.76","1544001692760"
"1898","75.96","1543991969523"
"1898","36.82","1543997626727"
"1898","16.66","1543950442402"
