"positionId","warehouse","product","eventTime"
"1965","W-16","P-45","1543972486784"
"1966","W-17","P-41","1544000164381"
"1967","W-18","P-79","1543993743926"
"1968","W-19","P-85","1543952972831"
"1969","W-20","P-6","1544010709218"
"1970","W-21","P-20","1543952431807"
"1971","W-22","P-55","1543968858732"
"1972","W-23","P-81","1543998093715"
"1973","W-24","P-47","1543957548523"
"1974","W-25","P-69","1543950932995"
"1975","W-26","P-27","1543964848384"
"1976","W-27","P-12","1543954240630"
"1977","W-28","P-18","1543972762434"
"1978","W-29","P-76","1543958819633"
"1979","W-30","P-46","1543967162889"
"1980","W-31","P-21","1543992882998"
"1981","W-32","P-99","1544020690289"
"1982","W-33","P-29","1543954635687"
"1983","W-34","P-59","1543993605398"
"1984","W-35","P-59","1544025852371"
"1985","W-36","P-98","1543995832123"
"1986","W-37","P-13","1543962288893"
"1987","W-38","P-60","1543948328213"
"1988","W-39","P-58","1543979242467"
"1989","W-40","P-46","1543951910617"
"1990","W-41","P-57","1543998463211"
"1991","W-42","P-62","1544004039856"
"1992","W-43","P-67","1543965287192"
"1993","W-44","P-35","1543948993559"
"1994","W-45","P-57","1544018110117"
"1995","W-46","P-47","1543987393186"
"1996","W-47","P-75","1543983379849"
"1997","W-48","P-89","1543998788790"
"1998","W-49","P-67","1543940681822"
"1999","W-50","P-14","1543967848037"
"2000","W-1","P-12","1543952294907"
"2001","W-2","P-25","1543980151578"
"2002","W-3","P-15","1544000015715"
"2003","W-4","P-88","1543955370787"
"2004","W-5","P-89","1543986834321"
"2005","W-6","P-46","1543949142104"
"2006","W-7","P-27","1544018157770"
"2007","W-8","P-42","1543971238085"
"2008","W-9","P-3","1543979301012"
"2009","W-10","P-56","1544024692988"
"2010","W-11","P-20","1543962876782"
"2011","W-12","P-93","1543987693049"
"2012","W-13","P-32","1543964034908"
"2013","W-14","P-47","1543983631031"
"2014","W-15","P-9","1544010977725"
"2015","W-16","P-44","1543964592672"
"2016","W-17","P-22","1543965538704"
"2017","W-18","P-30","1544012539690"
"2018","W-19","P-11","1544010514669"
"2019","W-20","P-30","1543980146679"
"2020","W-21","P-87","1543975523641"
"2021","W-22","P-83","1543981682992"
"2022","W-23","P-55","1544024359728"
"2023","W-24","P-26","1543953888831"
"2024","W-25","P-82","1544018755803"
"2025","W-26","P-57","1543954409792"
"2026","W-27","P-89","1543940231808"
"2027","W-28","P-77","1544023417910"
"2028","W-29","P-89","1544001866361"
"2029","W-30","P-92","1543954938804"
"2030","W-31","P-10","1543941502348"
"2031","W-32","P-59","1544024466643"
"2032","W-33","P-37","1544015635109"
"2033","W-34","P-21","1543968316373"
"2034","W-35","P-72","1544018600928"
"2035","W-36","P-64","1543986561740"
"2036","W-37","P-54","1543996718582"
"2037","W-38","P-52","1544023070644"
"2038","W-39","P-84","1544025745418"
"2039","W-40","P-73","1543941376142"
"2040","W-41","P-5","1543960576070"
"2041","W-42","P-23","1544009929271"
"2042","W-43","P-13","1544009185275"
"2043","W-44","P-53","1543940927047"
"2044","W-45","P-18","1543950196305"
"2045","W-46","P-77","1544017333475"
"2046","W-47","P-69","1544000856040"
"2047","W-48","P-44","1543944554725"
"2048","W-49","P-10","1543940747857"
"2049","W-50","P-53","1543944737687"
"2050","W-1","P-8","1543984968450"
"2051","W-2","P-22","1543962719727"
"2052","W-3","P-49","1544006199516"
"2053","W-4","P-18","1543954471442"
"2054","W-5","P-8","1544002978731"
"2055","W-6","P-23","1544000838907"
"2056","W-7","P-22","1544018913817"
"2057","W-8","P-35","1543951031459"
"2058","W-9","P-45","1544011324854"
"2059","W-10","P-74","1544019476351"
"2060","W-11","P-52","1543989425630"
"2061","W-12","P-70","1543941255377"
"2062","W-13","P-99","1544001753219"
"2063","W-14","P-5","1543977167302"
"2064","W-15","P-73","1543964309562"
"2065","W-16","P-50","1543954708393"
"2066","W-17","P-96","1543972667119"
"2067","W-18","P-75","1543988609871"
"2068","W-19","P-14","1543957683588"
"2069","W-20","P-84","1543955923401"
"2070","W-21","P-8","1543941114840"
"2071","W-22","P-51","1543969671454"
"2072","W-23","P-60","1544009169276"
"2073","W-24","P-22","1544026439001"
"2074","W-25","P-9","1543969526296"
"2075","W-26","P-39","1543990557190"
"2076","W-27","P-54","1543951952998"
"2077","W-28","P-90","1543955631750"
"2078","W-29","P-46","1543957685275"
"2079","W-30","P-15","1544012660171"
"2080","W-31","P-10","1543950503535"
"2081","W-32","P-79","1543965546492"
"2082","W-33","P-45","1543941716103"
"2083","W-34","P-25","1543964890700"
"2084","W-35","P-96","1543958100223"
"2085","W-36","P-40","1544020366997"
"2086","W-37","P-97","1544004722364"
"2087","W-38","P-68","1543974822965"
"2088","W-39","P-98","1543966393214"
"2089","W-40","P-60","1543940806765"
"2090","W-41","P-47","1543961414859"
"2091","W-42","P-12","1543967286348"
"2092","W-43","P-46","1544022896911"
"2093","W-44","P-93","1544006813195"
"2094","W-45","P-20","1544021685505"
"2095","W-46","P-55","1544014184181"
"2096","W-47","P-6","1544006113690"
"2097","W-48","P-41","1543980045208"
"2098","W-49","P-17","1543994305134"
"2099","W-50","P-77","1544000561500"
"2100","W-1","P-36","1544006247758"
"2101","W-2","P-31","1543986063956"
"2102","W-3","P-84","1544019475081"
"2103","W-4","P-79","1543997500147"
"2104","W-5","P-16","1543992684508"
"2105","W-6","P-37","1543981664429"
"2106","W-7","P-47","1544019617141"
"2107","W-8","P-43","1544008180536"
"2108","W-9","P-34","1543981963373"
"2109","W-10","P-41","1543940398005"
"2110","W-11","P-16","1543972684057"
"2111","W-12","P-62","1543996709920"
"2112","W-13","P-54","1543955105605"
"2113","W-14","P-95","1543962521510"
"2114","W-15","P-59","1543942075267"
"2115","W-16","P-47","1543988876499"
"2116","W-17","P-63","1543940932819"
"2117","W-18","P-42","1543993323708"
"2118","W-19","P-16","1543981980196"
"2119","W-20","P-99","1543952115418"
"2120","W-21","P-16","1543990843252"
"2121","W-22","P-36","1543956110925"
"2122","W-23","P-47","1543946594063"
"2123","W-24","P-37","1543988914637"
"2124","W-25","P-37","1543984065911"
"2125","W-26","P-91","1543986625245"
"2126","W-27","P-40","1544026403345"
"2127","W-28","P-44","1543970805825"
"2128","W-29","P-89","1544022549089"
"2129","W-30","P-33","1543993349265"
"2130","W-31","P-89","1544023348574"
"2131","W-32","P-4","1544010333551"
"2132","W-33","P-53","1544003563509"
"2133","W-34","P-22","1544012373266"
"2134","W-35","P-63","1543942316030"
"2135","W-36","P-37","1544001891085"
"2136","W-37","P-72","1543944288830"
"2137","W-38","P-32","1543991543302"
"2138","W-39","P-80","1543978639552"
"2139","W-40","P-22","1543995354304"
"2140","W-41","P-67","1544014928078"
"2141","W-42","P-79","1543960530898"
"2142","W-43","P-49","1544003980002"
"2143","W-44","P-7","1544008094776"
"2144","W-45","P-58","1544012484270"
"2145","W-46","P-52","1543984166687"
"2146","W-47","P-59","1543963439344"
"2147","W-48","P-71","1543988098715"
"2148","W-49","P-42","1543978550471"
"2149","W-50","P-79","1543992044717"
"2150","W-1","P-72","1544011533166"
"2151","W-2","P-100","1543945163672"
"2152","W-3","P-54","1543990944404"
"2153","W-4","P-71","1543944697053"
"2154","W-5","P-69","1544021161502"
"2155","W-6","P-73","1544025009346"
"2156","W-7","P-76","1544000597664"
"2157","W-8","P-87","1543998439334"
"2158","W-9","P-97","1543964852346"
"2159","W-10","P-63","1543995720027"
"2160","W-11","P-33","1544013881204"
"2161","W-12","P-57","1543982283542"
"2162","W-13","P-27","1543950757941"
"2163","W-14","P-100","1543977904582"
"2164","W-15","P-100","1544003767512"
"2165","W-16","P-75","1544008318615"
"2166","W-17","P-35","1544011263520"
"2167","W-18","P-46","1543996980108"
"2168","W-19","P-96","1543994021315"
"2169","W-20","P-97","1543944280790"
"2170","W-21","P-56","1544019603417"
"2171","W-22","P-33","1543947278927"
"2172","W-23","P-57","1544006670026"
"2173","W-24","P-31","1543974030176"
"2174","W-25","P-60","1544015771964"
"2175","W-26","P-50","1543940941165"
"2176","W-27","P-30","1543966695864"
"2177","W-28","P-48","1543947623342"
"2178","W-29","P-43","1543971806829"
"2179","W-30","P-54","1544010145530"
"2180","W-31","P-66","1544021177082"
"2181","W-32","P-75","1543985878666"
"2182","W-33","P-19","1543976908739"
"2183","W-34","P-91","1543970743257"
"2184","W-35","P-68","1543962722654"
"2185","W-36","P-50","1544011908684"
"2186","W-37","P-44","1544005993781"
"2187","W-38","P-29","1543969526909"
"2188","W-39","P-31","1544005882362"
"2189","W-40","P-70","1543941071093"
"2190","W-41","P-50","1543957596388"
"2191","W-42","P-24","1543968700485"
"2192","W-43","P-37","1543971279968"
"2193","W-44","P-36","1543995351948"
"2194","W-45","P-17","1544004220770"
"2195","W-46","P-45","1543971100220"
"2196","W-47","P-20","1543948675365"
"2197","W-48","P-78","1544018999598"
"2198","W-49","P-60","1543949663382"
"2199","W-50","P-36","1543965772157"
"2200","W-1","P-1","1543992525834"
"2201","W-2","P-89","1544016345041"
"2202","W-3","P-27","1543974581360"
"2203","W-4","P-48","1543947306511"
"2204","W-5","P-77","1543974852060"
"2205","W-6","P-9","1544000079702"
"2206","W-7","P-32","1543965147029"
"2207","W-8","P-19","1543995140868"
"2208","W-9","P-18","1544004869907"
"2209","W-10","P-20","1543979296754"
"2210","W-11","P-47","1543986940733"
"2211","W-12","P-90","1543994525672"
"2212","W-13","P-87","1543940719232"
"2213","W-14","P-7","1543950875945"
"2214","W-15","P-42","1544014298587"
"2215","W-16","P-57","1544012850443"
"2216","W-17","P-83","1543997343813"
"2217","W-18","P-41","1543982102447"
"2218","W-19","P-38","1543964408810"
"2219","W-20","P-39","1543967510886"
"2220","W-21","P-47","1544025958813"
"2221","W-22","P-24","1543950761953"
"2222","W-23","P-54","1543993626796"
"2223","W-24","P-66","1543977511405"
"2224","W-25","P-13","1543956945471"
"2225","W-26","P-64","1543940443131"
"2226","W-27","P-87","1543959664048"
"2227","W-28","P-22","1543987767515"
"2228","W-29","P-9","1543941859812"
"2229","W-30","P-24","1543988026890"
"2230","W-31","P-70","1543957434449"
"2231","W-32","P-35","1544006364691"
"2232","W-33","P-58","1543974068928"
"2233","W-34","P-77","1543985218418"
"2234","W-35","P-69","1544024851242"
"2235","W-36","P-89","1543978122330"
"2236","W-37","P-2","1543980788534"
"2237","W-38","P-1","1544025948842"
"2238","W-39","P-75","1544004054190"
"2239","W-40","P-39","1543981777331"
"2240","W-41","P-89","1544010884111"
"2241","W-42","P-1","1543990138766"
"2242","W-43","P-3","1543952316407"
"2243","W-44","P-21","1544008588113"
"2244","W-45","P-77","1543940464649"
"2245","W-46","P-89","1543953062264"
"2246","W-47","P-14","1544025642783"
"2247","W-48","P-91","1543997796503"
"2248","W-49","P-41","1544017103129"
"2249","W-50","P-24","1543969908743"
"2250","W-1","P-81","1543962735241"
"2251","W-2","P-66","1544021739419"
"2252","W-3","P-40","1544009353800"
"2253","W-4","P-27","1544006308071"
"2254","W-5","P-73","1543977906980"
"2255","W-6","P-23","1544011558911"
"2256","W-7","P-16","1543979822789"
"2257","W-8","P-67","1543959504302"
"2258","W-9","P-26","1543972457754"
"2259","W-10","P-73","1544003615963"
"2260","W-11","P-4","1543947019293"
"2261","W-12","P-50","1543960671127"
"2262","W-13","P-66","1543960086536"
"2263","W-14","P-17","1543972410586"
"2264","W-15","P-66","1544003965832"
"2265","W-16","P-95","1543994674860"
"2266","W-17","P-94","1544012979847"
"2267","W-18","P-53","1544011035893"
"2268","W-19","P-71","1543988859990"
"2269","W-20","P-42","1543972139841"
"2270","W-21","P-18","1544005910615"
"2271","W-22","P-29","1543950700291"
"2272","W-23","P-98","1543968161272"
"2273","W-24","P-52","1543970834512"
"2274","W-25","P-49","1543950528339"
"2275","W-26","P-62","1543941664654"
"2276","W-27","P-74","1543999341020"
"2277","W-28","P-19","1543956485079"
"2278","W-29","P-61","1543984826512"
"2279","W-30","P-71","1544019185411"
"2280","W-31","P-98","1543987090055"
"2281","W-32","P-5","1543971150847"
"2282","W-33","P-76","1543969351246"
"2283","W-34","P-99","1543953874608"
"2284","W-35","P-13","1543992558320"
"2285","W-36","P-5","1543966139149"
"2286","W-37","P-78","1543956672705"
"2287","W-38","P-86","1543940978970"
"2288","W-39","P-99","1544005239180"
"2289","W-40","P-18","1544021554185"
"2290","W-41","P-21","1544012840691"
"2291","W-42","P-97","1543963601339"
"2292","W-43","P-83","1544011593606"
"2293","W-44","P-59","1543975015510"
"2294","W-45","P-6","1543982277748"
"2295","W-46","P-46","1543954900133"
"2296","W-47","P-14","1544008698326"
"2297","W-48","P-34","1543962339153"
"2298","W-49","P-60","1543988548519"
"2299","W-50","P-8","1543966730060"
"2300","W-1","P-54","1544021418896"
"2301","W-2","P-56","1543980340311"
"2302","W-3","P-35","1543941914748"
"2303","W-4","P-53","1543944651439"
"2304","W-5","P-99","1543956703725"
"2305","W-6","P-45","1543975303361"
"2306","W-7","P-84","1543991312289"
"2307","W-8","P-69","1543997718870"
"2308","W-9","P-86","1543973805864"
"2309","W-10","P-54","1544002408133"
"2310","W-11","P-4","1543943237106"
"2311","W-12","P-33","1543948291688"
"2312","W-13","P-88","1544025698390"
"2313","W-14","P-100","1544005847100"
"2314","W-15","P-65","1544018379715"
"2315","W-16","P-48","1543977734141"
"2316","W-17","P-31","1543949441086"
"2317","W-18","P-73","1543980048700"
"2318","W-19","P-53","1543991757807"
"2319","W-20","P-71","1544021342656"
"2320","W-21","P-1","1543957371033"
"2321","W-22","P-42","1543952565833"
"2322","W-23","P-5","1544021033895"
"2323","W-24","P-40","1544022640708"
"2324","W-25","P-79","1543982347396"
"2325","W-26","P-35","1544023419005"
"2326","W-27","P-3","1543957581376"
"2327","W-28","P-19","1543999714434"
"2328","W-29","P-7","1544006392689"
"2329","W-30","P-63","1544020854556"
"2330","W-31","P-90","1543945918193"
"2331","W-32","P-73","1543968489278"
"2332","W-33","P-21","1543968338722"
"2333","W-34","P-3","1543954565307"
"2334","W-35","P-56","1544004148759"
"2335","W-36","P-13","1543945256245"
"2336","W-37","P-63","1543967757083"
"2337","W-38","P-7","1543987440235"
"2338","W-39","P-52","1543986039974"
"2339","W-40","P-50","1544006713711"
"2340","W-41","P-79","1544011198040"
"2341","W-42","P-28","1543968989272"
"2342","W-43","P-20","1543953679099"
"2343","W-44","P-84","1544018713163"
"2344","W-45","P-55","1543958668630"
"2345","W-46","P-89","1544021776719"
"2346","W-47","P-30","1543968371178"
"2347","W-48","P-38","1544011074811"
"2348","W-49","P-85","1543993857749"
"2349","W-50","P-3","1543961966249"
"2350","W-1","P-50","1543959440821"
"2351","W-2","P-52","1543979230324"
"2352","W-3","P-61","1543976015173"
"2353","W-4","P-100","1543999469387"
"2354","W-5","P-40","1544014573844"
"2355","W-6","P-36","1543942018799"
"2356","W-7","P-26","1543955216821"
"2357","W-8","P-19","1543955493470"
"2358","W-9","P-86","1543966474434"
"2359","W-10","P-74","1543960416160"
"2360","W-11","P-66","1543970031528"
"2361","W-12","P-64","1543942677907"
"2362","W-13","P-72","1543978580708"
"2363","W-14","P-88","1543942049846"
"2364","W-15","P-94","1543988421725"
"2365","W-16","P-33","1544018175776"
"2366","W-17","P-81","1543994628864"
"2367","W-18","P-12","1544022788614"
"2368","W-19","P-100","1544004052141"
"2369","W-20","P-54","1544018439564"
"2370","W-21","P-73","1543997532378"
"2371","W-22","P-25","1543964202087"
"2372","W-23","P-35","1543988847455"
"2373","W-24","P-16","1544008222675"
"2374","W-25","P-1","1543989759330"
"2375","W-26","P-84","1543985102609"
"2376","W-27","P-50","1544009184021"
"2377","W-28","P-71","1543995953194"
"2378","W-29","P-78","1543969262105"
"2379","W-30","P-4","1543942839804"
"2380","W-31","P-85","1543945461376"
"2381","W-32","P-73","1544004199930"
"2382","W-33","P-37","1543952877350"
"2383","W-34","P-15","1544009846801"
"2384","W-35","P-58","1543961816663"
"2385","W-36","P-63","1543987662408"
"2386","W-37","P-26","1543956724938"
"2387","W-38","P-78","1544022360870"
"2388","W-39","P-88","1543971090830"
"2389","W-40","P-82","1543944491917"
"2390","W-41","P-66","1543946104528"
"2391","W-42","P-7","1544019357259"
"2392","W-43","P-78","1544016834731"
"2393","W-44","P-48","1543996953175"
"2394","W-45","P-28","1543963555059"
"2395","W-46","P-22","1543980132374"
"2396","W-47","P-94","1543956753972"
"2397","W-48","P-73","1543945369030"
"2398","W-49","P-56","1543984421119"
"2399","W-50","P-73","1543992772575"
"2400","W-1","P-9","1544017558633"
"2401","W-2","P-73","1543974938445"
"2402","W-3","P-23","1543955170031"
"2403","W-4","P-53","1544017470587"
"2404","W-5","P-89","1543971139352"
"2405","W-6","P-62","1544006042672"
"2406","W-7","P-85","1543998514284"
"2407","W-8","P-23","1543972890202"
"2408","W-9","P-52","1543981017710"
"2409","W-10","P-75","1544020441192"
"2410","W-11","P-24","1543969586968"
"2411","W-12","P-30","1543963286766"
"2412","W-13","P-82","1544025196248"
"2413","W-14","P-15","1544017727527"
"2414","W-15","P-67","1543951567844"
"2415","W-16","P-67","1543949048221"
"2416","W-17","P-100","1543968314503"
"2417","W-18","P-57","1543975315600"
"2418","W-19","P-36","1543989863932"
"2419","W-20","P-24","1543987731186"
"2420","W-21","P-9","1543946243526"
"2421","W-22","P-73","1543965168698"
"2422","W-23","P-80","1543960155433"
"2423","W-24","P-43","1543969639063"
"2424","W-25","P-19","1543957448705"
"2425","W-26","P-29","1544004529472"
"2426","W-27","P-53","1543951631805"
"2427","W-28","P-46","1543949115190"
"2428","W-29","P-100","1543994141791"
"2429","W-30","P-33","1544004873987"
"2430","W-31","P-62","1544019773026"
"2431","W-32","P-25","1544021640682"
"2432","W-33","P-21","1544016998825"
"2433","W-34","P-61","1544014913924"
"2434","W-35","P-95","1543979079118"
"2435","W-36","P-63","1544002030911"
"2436","W-37","P-47","1544004603842"
"2437","W-38","P-47","1543953134768"
"2438","W-39","P-82","1544006905546"
"2439","W-40","P-85","1543978794858"
"2440","W-41","P-63","1544022127638"
"2441","W-42","P-16","1544010671318"
"2442","W-43","P-86","1543971853191"
"2443","W-44","P-95","1543988114767"
"2444","W-45","P-11","1544009732302"
"2445","W-46","P-21","1543960670477"
"2446","W-47","P-27","1543943222433"
"2447","W-48","P-83","1544002520842"
"2448","W-49","P-59","1543980190550"
"2449","W-50","P-4","1543981998884"
"2450","W-1","P-97","1543974800946"
"2451","W-2","P-37","1543967057236"
"2452","W-3","P-97","1543955074300"
"2453","W-4","P-2","1543967058230"
"2454","W-5","P-41","1543966578119"
"2455","W-6","P-92","1544006214859"
"2456","W-7","P-27","1543998385888"
"2457","W-8","P-82","1543977274955"
"2458","W-9","P-86","1543999693506"
"2459","W-10","P-65","1543995715987"
"2460","W-11","P-85","1543944348243"
"2461","W-12","P-59","1544011831700"
"2462","W-13","P-91","1543943119374"
"2463","W-14","P-49","1543999991379"
"2464","W-15","P-15","1543992636169"
"2465","W-16","P-38","1543972682193"
"2466","W-17","P-91","1543972045673"
"2467","W-18","P-48","1543947466197"
"2468","W-19","P-14","1543998255400"
"2469","W-20","P-53","1543955627393"
"2470","W-21","P-27","1543962519586"
"2471","W-22","P-39","1544000028213"
"2472","W-23","P-15","1543987736387"
"2473","W-24","P-42","1543989273564"
"2474","W-25","P-75","1543998625454"
"2475","W-26","P-86","1543999947525"
"2476","W-27","P-20","1543983945460"
"2477","W-28","P-95","1543982726979"
"2478","W-29","P-76","1543989832891"
"2479","W-30","P-56","1543964541319"
"2480","W-31","P-38","1544017807130"
"2481","W-32","P-21","1544008146837"
"2482","W-33","P-66","1544006245483"
"2483","W-34","P-30","1544001801827"
"2484","W-35","P-43","1543979234699"
"2485","W-36","P-4","1544009222741"
"2486","W-37","P-98","1543994673714"
"2487","W-38","P-71","1544006247566"
"2488","W-39","P-46","1543993038514"
"2489","W-40","P-74","1543987574618"
"2490","W-41","P-20","1544001410045"
"2491","W-42","P-71","1543992120530"
"2492","W-43","P-39","1543990481016"
"2493","W-44","P-90","1543962999118"
"2494","W-45","P-57","1543989008384"
"2495","W-46","P-19","1543979785864"
"2496","W-47","P-49","1543975148059"
"2497","W-48","P-81","1544012027936"
"2498","W-49","P-48","1543996795818"
"2499","W-50","P-43","1543984768448"
"2500","W-1","P-18","1543968382100"
"2501","W-2","P-18","1543977903770"
"2502","W-3","P-49","1543985922294"
"2503","W-4","P-3","1543978379120"
"2504","W-5","P-58","1543958610198"
"2505","W-6","P-98","1543976175595"
"2506","W-7","P-59","1544001145129"
"2507","W-8","P-87","1543941509558"
"2508","W-9","P-55","1543954329590"
"2509","W-10","P-70","1543993031564"
"2510","W-11","P-71","1543962972373"
"2511","W-12","P-62","1543965486910"
"2512","W-13","P-18","1543958278378"
"2513","W-14","P-69","1543944841559"
"2514","W-15","P-55","1543945326052"
"2515","W-16","P-85","1543980686352"
"2516","W-17","P-18","1543969189568"
"2517","W-18","P-55","1543986259259"
"2518","W-19","P-81","1543988091754"
"2519","W-20","P-62","1543994068568"
"2520","W-21","P-73","1543979814345"
"2521","W-22","P-3","1544013913971"
"2522","W-23","P-92","1543984104069"
"2523","W-24","P-9","1543974601530"
"2524","W-25","P-95","1543949141106"
"2525","W-26","P-6","1544014952089"
"2526","W-27","P-81","1543964584425"
"2527","W-28","P-84","1544023204591"
"2528","W-29","P-9","1543987696162"
"2529","W-30","P-79","1543985383540"
"2530","W-31","P-80","1543958732093"
"2531","W-32","P-39","1543956582337"
"2532","W-33","P-40","1543997622953"
"2533","W-34","P-66","1544006635162"
"2534","W-35","P-81","1543992261604"
"2535","W-36","P-34","1544006803881"
"2536","W-37","P-68","1543941379632"
"2537","W-38","P-84","1543988042679"
"2538","W-39","P-14","1544005313727"
"2539","W-40","P-95","1543981478905"
"2540","W-41","P-3","1543940339700"
"2541","W-42","P-41","1543963181157"
"2542","W-43","P-45","1543961350408"
"2543","W-44","P-89","1543973204796"
"2544","W-45","P-17","1543946464976"
"2545","W-46","P-68","1544017007479"
"2546","W-47","P-72","1543951064002"
"2547","W-48","P-55","1543940247575"
"2548","W-49","P-12","1543992342646"
"2549","W-50","P-34","1544013793433"
"2550","W-1","P-92","1543962940655"
"2551","W-2","P-52","1544015243967"
"2552","W-3","P-68","1543940705032"
"2553","W-4","P-26","1543987080508"
"2554","W-5","P-65","1544010550174"
"2555","W-6","P-64","1543955187928"
"2556","W-7","P-11","1543994997146"
"2557","W-8","P-12","1543997841531"
"2558","W-9","P-24","1543973761000"
"2559","W-10","P-97","1543949921470"
"2560","W-11","P-86","1544013205481"
"2561","W-12","P-55","1544009737928"
"2562","W-13","P-18","1543953535109"
"2563","W-14","P-78","1543968561079"
"2564","W-15","P-1","1544017590994"
"2565","W-16","P-33","1543991640340"
"2566","W-17","P-74","1543951416212"
"2567","W-18","P-50","1543958944124"
"2568","W-19","P-65","1543947192483"
"2569","W-20","P-42","1543945281839"
"2570","W-21","P-36","1543997058501"
"2571","W-22","P-93","1543988939254"
"2572","W-23","P-43","1544009125930"
"2573","W-24","P-59","1544023129387"
"2574","W-25","P-46","1543969921237"
"2575","W-26","P-36","1543951665967"
"2576","W-27","P-14","1543965130795"
"2577","W-28","P-12","1543982728036"
"2578","W-29","P-38","1543957456789"
"2579","W-30","P-74","1543951190277"
"2580","W-31","P-34","1543971337432"
"2581","W-32","P-80","1543954051588"
"2582","W-33","P-50","1543992201876"
"2583","W-34","P-42","1543977740667"
"2584","W-35","P-79","1543961672216"
"2585","W-36","P-15","1543954269830"
"2586","W-37","P-45","1544008203884"
"2587","W-38","P-99","1543964728746"
"2588","W-39","P-49","1543946817346"
"2589","W-40","P-28","1543958206803"
"2590","W-41","P-100","1543966916104"
"2591","W-42","P-68","1543960092048"
"2592","W-43","P-23","1544017521146"
"2593","W-44","P-64","1544007670600"
"2594","W-45","P-6","1543996967173"
"2595","W-46","P-10","1544018495013"
"2596","W-47","P-14","1543975635019"
"2597","W-48","P-9","1543975139155"
"2598","W-49","P-10","1544026000487"
"2599","W-50","P-79","1543976595386"
"2600","W-1","P-64","1543995091398"
"2601","W-2","P-20","1543982420674"
"2602","W-3","P-26","1543969584095"
"2603","W-4","P-7","1543979830523"
"2604","W-5","P-21","1543948672978"
"2605","W-6","P-58","1543986629253"
"2606","W-7","P-52","1543947809109"
"2607","W-8","P-14","1543943433355"
"2608","W-9","P-51","1543953426822"
"2609","W-10","P-92","1544015708064"
"2610","W-11","P-25","1543972436337"
"2611","W-12","P-58","1543956611885"
"2612","W-13","P-70","1544019468804"
"2613","W-14","P-27","1543961930163"
"2614","W-15","P-31","1544015023127"
"2615","W-16","P-81","1544022387350"
"2616","W-17","P-93","1543954026465"
"2617","W-18","P-23","1544017993562"
"2618","W-19","P-20","1543963784818"
"2619","W-20","P-44","1543982189670"
"2620","W-21","P-70","1544003805157"
"2621","W-22","P-42","1543996601807"
"2622","W-23","P-13","1544021128874"
"2623","W-24","P-99","1544000737765"
"2624","W-25","P-28","1543953665772"
"2625","W-26","P-34","1543990697399"
"2626","W-27","P-41","1544004476297"
"2627","W-28","P-87","1544016252565"
"2628","W-29","P-93","1543988464418"
"2629","W-30","P-76","1543967983675"
"2630","W-31","P-63","1544009620474"
"2631","W-32","P-85","1544000643959"
"2632","W-33","P-27","1543965602247"
"2633","W-34","P-54","1543969839300"
"2634","W-35","P-46","1543955105862"
"2635","W-36","P-39","1543972735493"
"2636","W-37","P-86","1543956742103"
"2637","W-38","P-9","1544025495063"
"2638","W-39","P-30","1543990090244"
"2639","W-40","P-83","1543979502340"
"2640","W-41","P-85","1543957816743"
"2641","W-42","P-24","1544002851948"
"2642","W-43","P-63","1543978623074"
"2643","W-44","P-39","1543994486788"
"2644","W-45","P-78","1544022809881"
"2645","W-46","P-54","1543985872813"
"2646","W-47","P-44","1544018291098"
"2647","W-48","P-87","1543977946796"
"2648","W-49","P-43","1543999000653"
"2649","W-50","P-84","1543995184006"
"2650","W-1","P-50","1544006808362"
"2651","W-2","P-45","1544016352458"
"2652","W-3","P-96","1543961491905"
"2653","W-4","P-75","1543955384270"
"2654","W-5","P-97","1543974436503"
"2655","W-6","P-61","1543968965071"
"2656","W-7","P-14","1543989888801"
"2657","W-8","P-95","1544014819147"
"2658","W-9","P-25","1544010929747"
"2659","W-10","P-69","1543942043590"
"2660","W-11","P-5","1544003818975"
"2661","W-12","P-10","1543981601005"
"2662","W-13","P-73","1544007471706"
"2663","W-14","P-58","1543940706096"
"2664","W-15","P-10","1544005469407"
"2665","W-16","P-54","1543995880327"
"2666","W-17","P-98","1543980120267"
"2667","W-18","P-43","1543984370943"
"2668","W-19","P-16","1544024692525"
"2669","W-20","P-49","1543992922384"
"2670","W-21","P-55","1543964808206"
"2671","W-22","P-53","1543980294745"
"2672","W-23","P-35","1544005601352"
"2673","W-24","P-27","1544003656450"
"2674","W-25","P-89","1544020106843"
"2675","W-26","P-5","1543983462423"
"2676","W-27","P-20","1543982688926"
"2677","W-28","P-48","1544003419908"
"2678","W-29","P-55","1543962089992"
"2679","W-30","P-85","1543973756792"
"2680","W-31","P-53","1543984131609"
"2681","W-32","P-7","1543969144153"
"2682","W-33","P-60","1543957096830"
"2683","W-34","P-66","1543979161046"
"2684","W-35","P-41","1543954904049"
"2685","W-36","P-46","1543951158829"
"2686","W-37","P-68","1543983478151"
"2687","W-38","P-12","1543958134995"
"2688","W-39","P-11","1543969950860"
"2689","W-40","P-96","1543983448155"
"2690","W-41","P-54","1544024563356"
"2691","W-42","P-40","1544011703557"
"2692","W-43","P-52","1544024251256"
"2693","W-44","P-2","1544013026485"
"2694","W-45","P-25","1543987178067"
"2695","W-46","P-45","1543989260295"
"2696","W-47","P-42","1544017913411"
"2697","W-48","P-59","1544016053506"
"2698","W-49","P-7","1543979456910"
"2699","W-50","P-15","1543940949702"
